"firebase_id","role","sport","status","tested_skill","version","question_en","question_fr","question_es","question_it","answer_1_emoji","answer_1_score","answer_1_order","answer_1_text_en","answer_1_text_fr","answer_1_text_es","answer_1_text_it","answer_2_emoji","answer_2_score","answer_2_order","answer_2_text_en","answer_2_text_fr","answer_2_text_es","answer_2_text_it","answer_3_emoji","answer_3_score","answer_3_order","answer_3_text_en","answer_3_text_fr","answer_3_text_es","answer_3_text_it","answer_4_emoji","answer_4_score","answer_4_order","answer_4_text_en","answer_4_text_fr","answer_4_text_es","answer_4_text_it","answer_5_emoji","answer_5_score","answer_5_order","answer_5_text_en","answer_5_text_fr","answer_5_text_es","answer_5_text_it","answer_6_emoji","answer_6_score","answer_6_order","answer_6_text_en","answer_6_text_fr","answer_6_text_es","answer_6_text_it"
"FVaS9ZVrI9c1CViEh7dk","forward","soccer","published","meta",1,"Do you play soccer often?","Tu joues souvent au foot ?","¿Juegas seguido al fútbol?","Giochi spesso a calcio?","😩",2,1,"Very rarely, almost never","Très rarement, presque jamais","Muy raramente, casi nunca","Molto raramente, quasi mai","😵‍💫",4,2,"Once every 2-3 months","Une fois tous les 2-3 mois","Una vez cada 2-3 meses","Una volta ogni 2-3 mesi","😅",6,3,"About once a month","Environ une fois par mois","Aproximadamente una vez al mes","Circa una volta al mese","💪",8,4,"About twice a month","Environ 2 fois par mois","Aproximadamente 2 veces al mes","Circa 2 volte al mese","🦾",10,5,"Almost every week","Presque toutes les semaines","Casi todas las semanas","Quasi tutte le settimane","😎",12,6,"Every week, or more","Toutes les semaines, voire plus","Todas las semanas, incluso más","Tutte le settimane, se non di più"
"Id32dRI5fn9daUPP9Agc","forward","soccer","published","meta",1,"What kind of games do you usually play in?","Tu joues le plus souvent dans quel genre de matchs ?","¿En qué tipo de partidas juegas más seguido?","In che tipo di partite giochi più spesso?","😩",2,1,"Scrappy games","Des matchs à l’arrache","Partidas improvisadas","Partite improvvisate","😵‍💫",4,2,"Chill games","Des matchs tranquilles","Partidas tranquilas","Partite tranquille","😅",6,3,"Five-a-side with friends","Du five entre potes","Un five entre amigos","Partite tra amici","💪",8,4,"Well-organized games","Des bons matchs organisés","Buenas partidas organizadas","Buone partite organizzate","🦾",10,5,"In tournaments or leagues","En tournoi ou ligue","En torneo o liga","In torneo o lega","😎",12,6,"Very serious games","Des matchs très sérieux","Partidas muy serias","Partite molto serie"
"KnJGSFgleLh2HEcbaMyK","goalkeeper","soccer","published","1-on-1",1,"In your box, a ground duel...","Dans ta surface, duel au sol…","En tu área, un duelo en el suelo...","Nella tua area, un duello a terra...","😩",2,1,"I get beaten straight away","Je me fais éliminer direct","Me eliminan directo","Vengo eliminato subito","😵‍💫",4,2,"I dive too late","Je plonge trop tard","Me lanzo demasiado tarde","Mi tuffo troppo tardi","😅",6,3,"I lunge but miss everything","Je me jette mais je touche rien","Me tiro pero no toco nada","Mi lancio ma non tocco nulla","💪",8,4,"I just do enough to slow him down","Je gêne juste assez pour ralentir","Molesto lo suficiente para ralentizar","Disturbo abbastanza da rallentare","🦾",10,5,"I win the ball with a slide","Je récupère le ballon en glissant","Recupero el balón deslizándome","Recupero la palla scivolando","😎",12,6,"I take the ball cleanly","Je prends le ballon proprement","Tomo el balón limpiamente","Prendo la palla pulita"
"Lm2ovLRcXCSUwXe6TSBC","forward","soccer","published","physicality",1,"You need to battle with a defender for a long ball...","Tu dois te battre avec un défenseur pour un ballon long…","Necesitas luchar con un defensor por un balón largo…","Devi lottare con un difensore per un pallone lungo...","😩",2,1,"I lose the duel on impact","Je perds le duel à l’impact","Pierdo el duelo en el impacto","Perdo il duello all'impatto","😵‍💫",4,2,"I jump too early or not at all","Je saute trop tôt ou pas du tout","Salto demasiado pronto o no salto","Salto troppo presto o per niente","😅",6,3,"I hinder but lose the ball","Je le gêne mais je perds la balle","Lo incomodo pero pierdo el balón","Lo ostacolo ma perdo la palla","💪",8,4,"I gain position without the ball","Je gagne la position sans la balle","Gano la posición sin el balón","Guadagno la posizione senza la palla","🦾",10,5,"I control despite the contact","Je contrôle malgré le contact","Controlo a pesar del contacto","Controllo nonostante il contatto","😎",12,6,"I win the duel and keep possession","Je gagne le duel et je conserve","Gano el duelo y conservo","Vinco il duello e conservo"
"MVoXiQAdbSqkyAmkfEib","forward","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",2,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",4,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",6,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",8,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",10,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",12,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"NF5IjDHYreHyPrqQ1BCI","midfielder","soccer","published","meta",1,"Among your friends who also play, what level are you at?","Parmi tes potes qui jouent aussi, tu es à quel niveau ?","Entre tus amigos que también juegan, ¿en qué nivel estás?","Tra i tuoi amici che giocano anche, a che livello sei?","😩",2,1,"I'm at the bottom of the pack","Je suis en bas du panier","Estoy en el fondo del barril","Sono in fondo al gruppo","😵‍💫",4,2,"I'm not very good","Je suis pas très bon","No soy muy bueno","Non sono molto bravo","😅",6,3,"I manage","Je me débrouille","Me las arreglo","Me la cavo","💪",8,4,"I'm in the higher average","Je suis dans la moyenne haute","Estoy en la media alta","Sono nella media alta","🦾",10,5,"I'm often among the best","Je suis souvent parmi les meilleurs","A menudo estoy entre los mejores","Sono spesso tra i migliori","😎",12,6,"I'm above the rest","Je suis au-dessus du lot","Estoy por encima del promedio","Sono al di sopra della media"
"Nog00WwIvPN83a28hcCw","forward","soccer","published","meta",1,"When you play, your team usually...","Quand tu joues, ton équipe a l’habitude de…","Cuando juegas, tu equipo suele...","Quando giochi, la tua squadra è solita...","😩",2,1,"Getting thrashed every time","Se faire éclater à chaque fois","Ser aplastado cada vez","Essere sconfitti ogni volta","😵‍💫",4,2,"Lose often","Perdre souvent","Perder a menudo","Perdere spesso","😅",6,3,"Win/lose, it depends","Perdre/gagner, ça dépend","Perder/ganar, depende","Perdere/vincere, dipende","💪",8,4,"Win a bit more than they lose","Gagner un peu plus qu’elle perd","Ganar un poco más de lo que pierde","Vincere un po' più di quanto perde","🦾",10,5,"Win often","Gagner souvent","Ganar a menudo","Vincere spesso","😎",12,6,"Win almost all the time","Gagner presque tout le temps","Ganar casi todo el tiempo","Vincere quasi sempre"
"O0E3NUIUjW5aoqYNaLgl","midfielder","soccer","published","defence",1,"You lose the ball and need to get it back quickly…","Tu perds la balle et dois vite la récupérer…","Pierdes el balón y tienes que recuperarlo rápido…","Perdi la palla e devi recuperarla in fretta...","😩",2,1,"I let the play go","Je laisse filer l’action","Dejo que la jugada siga","Lascio scorrere l'azione","😵‍💫",4,2,"I run but can't catch up","Je cours sans réussir à revenir","Corro sin lograr alcanzarlo","Corro senza riuscire a tornare","😅",6,3,"I come back too late","Je reviens trop tard","Llego tarde","Torno troppo tardi","💪",8,4,"I catch up to him and slow him down","Je le rattrape et je le ralentis","Lo alcanzo y lo ralentizo","Lo raggiungo e lo rallento","🦾",10,5,"I recover with a last-ditch tackle","Je récupère en taclant de justesse","Recupero con una barrida justo a tiempo","Recupero con un tackle all'ultimo momento","😎",12,6,"I recover the ball immediately","Je récupère le ballon immédiatement","Recupero el balón inmediatamente","Recupero subito il pallone"
"O6GjXLWhpBJRkoyMEtwQ","midfielder","soccer","published","meta",1,"What kind of games do you usually play in?","Tu joues le plus souvent dans quel genre de matchs ?","¿En qué tipo de partidas juegas más seguido?","In che tipo di partite giochi più spesso?","😩",2,1,"Scrappy games","Des matchs à l’arrache","Partidas improvisadas","Partite improvvisate","😵‍💫",4,2,"Chill games","Des matchs tranquilles","Partidas tranquilas","Partite tranquille","😅",6,3,"Five-a-side with friends","Du five entre potes","Un five entre amigos","Partite tra amici","💪",8,4,"Well-organized games","Des bons matchs organisés","Buenas partidas organizadas","Buone partite organizzate","🦾",10,5,"In tournaments or leagues","En tournoi ou ligue","En torneo o liga","In torneo o lega","😎",12,6,"Very serious games","Des matchs très sérieux","Partidas muy serias","Partite molto serie"
"OKqVxb8IA5Xrzng7UW0F","forward","soccer","published","meta",1,"In your team, you're more like...","Dans ton équipe, tu es plutôt…","En tu equipo, eres más bien...","Nella tua squadra, sei piuttosto...","😩",2,1,"The one picked last","Celui qu’on prend en dernier","El que eligen de último","Quello che si sceglie per ultimo","😵‍💫",4,2,"Often struggling","Souvent en galère","A menudo en apuros","Spesso in difficoltà","😅",6,3,"Decent, nothing more","Correct sans plus","Correcto sin más","Corretto senza più","💪",8,4,"Pretty reliable","Plutôt fiable","Bastante confiable","Piuttosto affidabile","🦾",10,5,"One of the good ones","L’un des bons","Uno de los buenos","Uno dei buoni","😎",12,6,"One of the best","L’un des meilleurs","Uno de los mejores","Uno dei migliori"
"OQe0XvMUSKBsMVfIMzhx","midfielder","soccer","published","dribbling",1,"In the midfield, you're under pressure, you gotta get out of it...","Au milieu, tu es sous pression, il faut t’en sortir…","En el medio, estás bajo presión, hay que salir de ahí...","Centrocampo, sei sotto pressione, devi uscirne...","😩",2,1,"I get caught immediately","Je me fais prendre direct","Me atrapan de inmediato","Mi faccio prendere subito","😵‍💫",4,2,"I lose the ball trying too much","Je perds le ballon en tentant trop","Pierdo el balón intentando demasiado","Perdo il pallone tentando troppo","😅",6,3,"I keep the ball without advancing","Je garde la balle sans avancer","Mantengo la pelota sin avanzar","Tengo la palla senza avanzare","💪",8,4,"I shield well and play it simple","Je protège bien et rejoue simple","Protejo bien y juego simple","Proteggo bene e gioco semplice","🦾",10,5,"I get out of it with a quick dribble","Je m’en sors avec un petit dribble","Me las arreglo con un pequeño regate","Me la cavo con un piccolo dribbling","😎",12,6,"I turn around and restart cleanly","Je me retourne et relance proprement","Me doy la vuelta y relanzo limpiamente","Mi giro e rilancio pulito"
"PeDX2La2U6p9vJOefEZ5","goalkeeper","soccer","published","reflexes",1,"A shot gets deflected right in front of you...","Une frappe est déviée juste devant toi…","Un disparo se desvía justo frente a ti...","Un tiro viene deviato proprio davanti a te...","😩",2,1,"I don't move","Je bouge pas","No me muevo","Non mi muovo","😵‍💫",4,2,"I go the wrong way","Je pars du mauvais côté","Me voy para el lado equivocado","Parto dal lato sbagliato","😅",6,3,"I react but too late","Je réagis mais trop tard","Reacciono pero demasiado tarde","Reagisco ma troppo tardi","💪",8,4,"I dive late but touch it","Je me jette en retard mais je la touche","Me lanzo tarde pero la toco","Mi lancio in ritardo ma la tocco","🦾",10,5,"I deflect it with a late reflex","Je la dévie avec un réflexe tardif","La desvío con un reflejo tardío","La devio con un riflesso tardivo","😎",12,6,"I stop it cleanly","Je la stoppe proprement","La detengo limpiamente","La fermo pulitamente"
"QWwNCKKNetaUovx8CrvD","defender","soccer","published","passing",1,"You make a clean exit with the ball, a player gets open…","Tu sors proprement avec le ballon, un joueur se démarque…","Sales limpio con el balón, un jugador se desmarca…","Esci pulito col pallone, un giocatore si smarca…","😩",2,1,"I hesitate and lose the ball","Je tarde et je perds la balle","Tardo y pierdo la pelota","Ritardo e perdo la palla","😵‍💫",4,2,"I make a short pass, the opponent intercepts","Je passe court, l’adversaire intercepte","Paso corto, el adversario intercepta","Passo corto, l'avversario intercetta","😅",6,3,"I play to feet under pressure","Je joue dans les pieds sous pression","Juego al pie bajo presión","Gioco nei piedi sotto pressione","💪",8,4,"I find a teammate for support","Je trouve un partenaire en appui","Encuentro un compañero de apoyo","Trovo un compagno di appoggio","🦾",10,5,"I break a line with the pass","Je casse une ligne par la passe","Rompo una línea con el pase","Riesco a superare una linea col passaggio","😎",12,6,"I send a teammate into space","Je lance un coéquipier dans l’espace","Lanzo a un compañero al espacio","Lancio un compagno nello spazio"
"REccVJWjud5CPoshTjRY","midfielder","soccer","published","meta",1,"Do you play soccer often?","Tu joues souvent au foot ?","¿Juegas seguido al fútbol?","Giochi spesso a calcio?","😩",2,1,"Very rarely, almost never","Très rarement, presque jamais","Muy raramente, casi nunca","Molto raramente, quasi mai","😵‍💫",4,2,"Once every 2-3 months","Une fois tous les 2-3 mois","Una vez cada 2-3 meses","Una volta ogni 2-3 mesi","😅",6,3,"About once a month","Environ une fois par mois","Aproximadamente una vez al mes","Circa una volta al mese","💪",8,4,"About twice a month","Environ 2 fois par mois","Aproximadamente 2 veces al mes","Circa 2 volte al mese","🦾",10,5,"Almost every week","Presque toutes les semaines","Casi todas las semanas","Quasi tutte le settimane","😎",12,6,"Every week, or more","Toutes les semaines, voire plus","Todas las semanas, incluso más","Tutte le settimane, se non di più"
"RTnhc2ULYV6G9c168k3i","goalkeeper","soccer","published","positioning",1,"After a quick one-two in front of the goal, the striker shoots…","Après une combinaison rapide devant le but, l’attaquant tire…","Después de una pared rápida frente al arco, el delantero dispara…","Dopo un veloce uno-due davanti alla porta, l'attaccante tira…","😩",2,1,"I freeze, it's a goal","Je reste figé, c’est but","Me quedo inmóvil, es gol","Rimango fermo, è gol","😵‍💫",4,2,"I dive late","Je plonge en retard","Me lanzo tarde","Mi tuffo in ritardo","😅",6,3,"I try to follow the ball during the combination","J’essaie de suivre le ballon pendant la combinaison","Intento seguir el balón durante la combinación","Cerco di seguire la palla durante la combinazione","💪",8,4,"I touch it but don't clear it","Je touche sans la sortir","La toco sin sacarla","La tocco senza mandarla fuori","🦾",10,5,"I reflexively parry","Je repousse en réflexe","Rechazo por reflejo","Respingo d'istinto","😎",12,6,"I stop it cleanly","Je l’arrête proprement","La detengo limpiamente","La fermo pulito"
"SJ3cYbL9RvgAjeKKlAwi","forward","soccer","published","passing",1,"A teammate is open to your left during a heated play...","Un coéquipier est seul à ta gauche pendant une action chaude…","Un compañero está libre a tu izquierda durante una jugada intensa...","Un compagno è libero alla tua sinistra durante un'azione intensa...","😩",2,1,"I don't even see him","Je ne le vois même pas","Ni siquiera lo veo","Non lo vedo nemmeno","😵‍💫",4,2,"I see him but keep the ball","Je le vois mais je garde la balle","Lo veo pero mantengo el balón","Lo vedo ma tengo la palla","😅",6,3,"I attempt the pass too late","Je tente la passe trop tard","Intento el pase demasiado tarde","Provo il passaggio troppo tardi","💪",8,4,"I pass it a bit behind him","Je la donne un peu derrière lui","Se la paso un poco detrás de él","La passo un po' dietro di lui","🦾",10,5,"I serve him well for a shot","Je le sers bien pour un tir","Lo asisto bien para un tiro","Lo servo bene per un tiro","😎",12,6,"I assist him perfectly at the right moment","Je l’assiste parfaitement au bon moment","Lo asisto perfectamente en el momento adecuado","Lo assisto perfettamente al momento giusto"
"SmNWSQHHfmZ6hXTam3OH","goalkeeper","soccer","published","shot-stopping",1,"When a powerful, low-driven shot is taken...","Quand une frappe puissante, à ras de terre, est tirée…","Cuando se lanza un tiro potente y rasante...","Quando viene tirato un tiro potente e rasoterra...","😩",2,1,"I'm on my heels, I don't move","Je suis sur les talons, je bouge pas","Estoy sobre los talones, no me muevo","Sono sui talloni, non mi muovo","😵‍💫",4,2,"I go down too slowly","Je me couche trop lentement","Me acuesto demasiado lento","Mi sdraio troppo lentamente","😅",6,3,"I stretch my foot but deflect it poorly","Je tends le pied mais je la dévie mal","Extiendo el pie pero la desvío mal","Tendo il piede ma la devio male","💪",8,4,"I slow it down without really stopping it","Je la freine sans vraiment l’arrêter","La freno sin realmente detenerla","La freno senza davvero fermarla","🦾",10,5,"I go down well and push it away","Je me couche bien et je la repousse","Me acuesto bien y la rechazo","Mi sdraio bene e la respingo","😎",12,6,"I block the shot on the ground without a bounce","Je bloque la frappe au sol sans rebond","Bloqueo el disparo al suelo sin rebote","Blocco il tiro a terra senza rimbalzo"
"TTevQpboWWSxiEhtfE9v","midfielder","soccer","published","dribbling",1,"An opponent's waiting for you in a 1v1 in midfield...","Un adversaire t’attend en 1v1 au milieu de terrain…","Un rival te espera en un 1v1 en el centro del campo...","Un avversario ti aspetta in un 1v1 a centrocampo...","😩",2,1,"I get passed easily","Je me fais passer facilement","Me pasan fácilmente","Mi faccio passare facilmente","😵‍💫",4,2,"I try a move and lose the ball","Je tente un geste et je perds le ballon","Intento un movimiento y pierdo el balón","Provo un gesto e perdo il pallone","😅",6,3,"I block the play without really advancing","Je bloque l’action sans vraiment avancer","Bloqueo la jugada sin realmente avanzar","Blocco l'azione senza davvero avanzare","💪",8,4,"I fixate him and narrowly eliminate him","Je le fixe et je l’élimine de justesse","Lo fijo y lo elimino por poco","Lo fisso e lo elimino per un pelo","🦾",10,5,"I take him on and move forward","Je l’élimine et je progresse","Lo elimino y progreso","Lo elimino e proseguo","😎",12,6,"I dribble past him and start a play","Je le dribble puis je lance une action","Lo driblo y luego lanzo una acción","Lo dribblo e poi avvio un'azione"
"ToKHx0dK92eS0pqhFbgS","defender","soccer","published","meta",1,"Do you play soccer often?","Tu joues souvent au foot ?","¿Juegas seguido al fútbol?","Giochi spesso a calcio?","😩",2,1,"Very rarely, almost never","Très rarement, presque jamais","Muy raramente, casi nunca","Molto raramente, quasi mai","😵‍💫",4,2,"Once every 2-3 months","Une fois tous les 2-3 mois","Una vez cada 2-3 meses","Una volta ogni 2-3 mesi","😅",6,3,"About once a month","Environ une fois par mois","Aproximadamente una vez al mes","Circa una volta al mese","💪",8,4,"About twice a month","Environ 2 fois par mois","Aproximadamente 2 veces al mes","Circa 2 volte al mese","🦾",10,5,"Almost every week","Presque toutes les semaines","Casi todas las semanas","Quasi tutte le settimane","😎",12,6,"Every week, or more","Toutes les semaines, voire plus","Todas las semanas, incluso más","Tutte le settimane, se non di più"
"VH6cL8A7v8msEpefF4sF","forward","soccer","published","shooting",1,"You're back to goal, you turn to shoot...","Tu es dos au but, tu te retournes pour frapper…","Estás de espaldas al arco, te das la vuelta para disparar...","Sei con le spalle alla porta, ti giri per tirare...","😩",2,1,"I miss my control","Je rate mon contrôle","Fallo mi control","Sbaglio il controllo","😵‍💫",4,2,"I turn too slowly","Je me retourne trop lentement","Me doy la vuelta demasiado lento","Mi giro troppo lentamente","😅",6,3,"I shoot off balance","Je frappe sans équilibre","Disparo sin equilibrio","Tiro senza equilibrio","💪",8,4,"I turn and shoot on target","Je me retourne et je tire cadré","Me doy la vuelta y tiro al arco","Mi giro e tiro in porta","🦾",10,5,"I turn quickly and shoot well","Je me retourne vite et frappe bien","Me doy la vuelta rápido y golpeo bien","Mi giro veloce e colpisco bene","😎",12,6,"I turn smoothly and score","Je me retourne fluide et je marque","Me doy la vuelta fluido y marco","Mi giro fluido e segno"
"VWUjcbqYan9FYM7KoE5G","forward","soccer","published","meta",1,"When you play, your team usually...","Quand tu joues, ton équipe a l’habitude de…","Cuando juegas, tu equipo suele...","Quando giochi, la tua squadra è solita...","😩",2,1,"Getting thrashed every time","Se faire éclater à chaque fois","Ser aplastado cada vez","Essere sconfitti ogni volta","😵‍💫",4,2,"Lose often","Perdre souvent","Perder a menudo","Perdere spesso","😅",6,3,"Win/lose, it depends","Perdre/gagner, ça dépend","Perder/ganar, depende","Perdere/vincere, dipende","💪",8,4,"Win a bit more than they lose","Gagner un peu plus qu’elle perd","Ganar un poco más de lo que pierde","Vincere un po' più di quanto perde","🦾",10,5,"Win often","Gagner souvent","Ganar a menudo","Vincere spesso","😎",12,6,"Win almost all the time","Gagner presque tout le temps","Ganar casi todo el tiempo","Vincere quasi sempre"
"YFmuCyCSsAbHdsiHpFk4","goalkeeper","soccer","published","meta",1,"Among your friends who also play, what level are you at?","Parmi tes potes qui jouent aussi, tu es à quel niveau ?","Entre tus amigos que también juegan, ¿en qué nivel estás?","Tra i tuoi amici che giocano anche, a che livello sei?","😩",2,1,"I'm at the bottom of the pack","Je suis en bas du panier","Estoy en el fondo del barril","Sono in fondo al gruppo","😵‍💫",4,2,"I'm not very good","Je suis pas très bon","No soy muy bueno","Non sono molto bravo","😅",6,3,"I manage","Je me débrouille","Me las arreglo","Me la cavo","💪",8,4,"I'm in the higher average","Je suis dans la moyenne haute","Estoy en la media alta","Sono nella media alta","🦾",10,5,"I'm often among the best","Je suis souvent parmi les meilleurs","A menudo estoy entre los mejores","Sono spesso tra i migliori","😎",12,6,"I'm above the rest","Je suis au-dessus du lot","Estoy por encima del promedio","Sono al di sopra della media"
"YWoJ2ALB3pZwlQgbDc4A","defender","soccer","published","meta",1,"When you play, your team usually...","Quand tu joues, ton équipe a l’habitude de…","Cuando juegas, tu equipo suele...","Quando giochi, la tua squadra è solita...","😩",2,1,"Getting thrashed every time","Se faire éclater à chaque fois","Ser aplastado cada vez","Essere sconfitti ogni volta","😵‍💫",4,2,"Lose often","Perdre souvent","Perder a menudo","Perdere spesso","😅",6,3,"Win/lose, it depends","Perdre/gagner, ça dépend","Perder/ganar, depende","Perdere/vincere, dipende","💪",8,4,"Win a bit more than they lose","Gagner un peu plus qu’elle perd","Ganar un poco más de lo que pierde","Vincere un po' più di quanto perde","🦾",10,5,"Win often","Gagner souvent","Ganar a menudo","Vincere spesso","😎",12,6,"Win almost all the time","Gagner presque tout le temps","Ganar casi todo el tiempo","Vincere quasi sempre"
"YxL3hdOz0j1GnggCWhHs","midfielder","soccer","published","meta",1,"When you talk about your level, you're more like...","Quand tu parles de ton niveau, tu plutôt…","Cuando hablas de tu nivel, eres más bien...","Quando parli del tuo livello, sei piuttosto...","😩",2,1,"I clearly overestimate myself","Je me surestime clairement","Claramente me sobrevaloro","Mi sopravvaluto chiaramente","😵‍💫",4,2,"I brag a little","Je me vante un peu","Presumo un poco","Mi vanto un po'","😅",6,3,"I often see the bright side","Je vois souvent le bon côté","Veo a menudo el lado bueno","Vedo spesso il lato positivo","💪",8,4,"I try to be honest","J’essaie d’être honnête","Intento ser honesto","Cerco di essere onesto","🦾",10,5,"I'm quite objective","Je suis plutôt objectif","Soy bastante objetivo","Sono piuttosto obiettivo","😎",12,6,"I'm super clear-headed (even about my flaws)","Je suis super lucide (même sur mes défauts)","Soy súper lúcido (incluso sobre mis defectos)","Sono super lucido (anche sui miei difetti)"
"Z4xpJyzN3W7qkSwwOeNT","goalkeeper","soccer","published","footwork",1,"After a play, the opposing defenders pushed up. You restart...","Après une action, les défenseurs adverses sont montés. Tu relances…","Después de una jugada, los defensores rivales subieron. Tú reinicias...","Dopo un'azione, i difensori avversari sono saliti. Tu riparti...","😩",2,1,"Directly to an opponent's feet","Direct dans les pieds d’un adversaire","Directo a los pies de un rival","Diretto nei piedi di un avversario","😵‍💫",4,2,"Too slowly, they have time to come back","Trop lentement, ils ont le temps de revenir","Demasiado lento, tienen tiempo de volver","Troppo lentamente, hanno il tempo di tornare","😅",6,3,"In the air, but it's imprecise","En hauteur, mais c’est imprécis","En alto, pero es impreciso","In alto, ma è impreciso","💪",8,4,"Long, towards a teammate in a duel","Long, vers un partenaire en duel","Largo, hacia un compañero en duelo","Lungo, verso un compagno in duello","🦾",10,5,"On the ground into open space","À ras de terre dans l’espace libre","A ras de suelo en el espacio libre","Rasoterra nello spazio libero","😎",12,6,"Quick and accurate, into a teammate's run","Vite et juste, dans la course d’un coéquipier","Rápido y preciso, en la carrera de un compañero","Veloce e preciso, nella corsa di un compagno"
"a7XS6G5ZDQcoG1LxehFv","forward","soccer","published","shooting",1,"You get a pass down the middle, one-on-one with the goalkeeper...","Tu reçois une passe dans l’axe, seul face au gardien…","Recibes un pase por el centro, cara a cara con el portero...","Ricevi un passaggio centrale, uno contro uno col portiere...","😩",2,1,"I panic and shoot wide","Je panique et je tire à côté","Entro en pánico y tiro afuera","Mi faccio prendere dal panico e tiro fuori","😵‍💫",4,2,"I shoot straight at the goalkeeper","Je tire direct sur le gardien","Tiro directo al portero","Tiro dritto sul portiere","😅",6,3,"I strike too softly","Je frappe trop doucement","Disparo demasiado suave","Tiro troppo piano","💪",8,4,"I aim on target but don't deceive him","Je cadre sans le tromper","Apunto sin engañarlo","Inquadro senza ingannarlo","🦾",10,5,"I take a good shot, the goalkeeper is beaten","Je fais un bon tir, le gardien est battu","Hago un buen tiro, el portero está vencido","Faccio un buon tiro, il portiere è battuto","😎",12,6,"I score calmly","Je marque sereinement","Marco con tranquilidad","Segno con calma"
"ctn0bbS0BbY2HzinNbGW","defender","soccer","published","passing",1,"Under pressure, you gotta find a quick solution…","Sous pression, tu dois trouver une solution rapide…","Bajo presión, tienes que encontrar una solución rápida…","Sotto pressione, devi trovare una soluzione rapida…","😩",2,1,"I panic and give the ball away","Je panique et je rends la balle","Entro en pánico y pierdo la pelota","Mi agito e perdo la palla","😵‍💫",4,2,"I kick it without aiming","Je balance sans viser","Lanzo sin apuntar","La butto via senza mirare","😅",6,3,"I hold onto the ball without options","Je garde le ballon sans solution","Mantengo el balón sin solución","Tengo il pallone senza soluzione","💪",8,4,"I manage with a sideways pass","Je m’en sors avec une passe latérale","Me las arreglo con un pase lateral","Me la cavo con un passaggio laterale","🦾",10,5,"I turn around and find a good option","Je me retourne et trouve une bonne option","Me doy la vuelta y encuentro una buena opción","Mi giro e trovo una buona opzione","😎",12,6,"I keep my cool and restart cleanly","Je garde mon sang-froid et relance propre","Mantengo la calma y relanzo limpio","Mantengo la calma e rilancio pulito"
"dNtUFHIbkiTkUEdPSB9s","goalkeeper","soccer","published","1-on-1",1,"A forward is coming at you...","Un attaquant se lance face à toi…","Un delantero viene hacia ti...","Un attaccante si sta dirigendo verso di te...","😩",2,1,"I stay on my line and take the hit","Je reste sur ma ligne et je subis","Me quedo en mi línea y lo sufro","Rimango sulla mia linea e subisco","😵‍💫",4,2,"I hesitate to come out","J’hésite à sortir","Dudo en salir","Esito a uscire","😅",6,3,"I cover the angle poorly","Je couvre mal l’angle","Cubro mal el ángulo","Copre male l'angolo","💪",8,4,"I force him to shoot quickly","Je le pousse à tirer vite","Lo empujo a tirar rápido","Lo spingo a tirare in fretta","🦾",10,5,"I get just enough of a touch to deflect it","Je la touche juste assez pour l’éviter","La toco lo justo para evitarlo","La tocco quel tanto che basta per evitarla","😎",12,6,"I win the duel without contact","Je gagne le duel sans contact","Gano el duelo sin contacto","Vinci il duello senza contatto"
"dWdJYG3Epmiqng9DqeW9","midfielder","soccer","published","physicality",1,"You gotta shield the ball with your back to goal under pressure...","Tu dois protéger le ballon dos au but sous pression…","Tienes que proteger el balón de espaldas al arco bajo presión...","Devi proteggere il pallone con la schiena verso la porta sotto pressione...","😩",2,1,"I get moved off the ball on contact","Je me fais bouger dès le contact","Me mueven al primer contacto","Vengo spostato al primo contatto","😵‍💫",4,2,"I lose my balance quickly","Je perds l’équilibre rapidement","Pierdo el equilibrio rápidamente","Perdo l'equilibrio rapidamente","😅",6,3,"I resist a bit then lose the ball","Je résiste un peu puis je perds la balle","Resisto un poco y luego pierdo el balón","Resisto un po' poi perdo la palla","💪",8,4,"I shield the ball for a few seconds","Je protège le ballon quelques secondes","Protejo el balón unos segundos","Proteggo la palla per qualche secondo","🦾",10,5,"I hold my ground despite the pressure","Je tiens bien malgré la pression","Mantengo bien a pesar de la presión","Tengo bene nonostante la pressione","😎",12,6,"I keep the ball with complete calm","Je garde la balle en toute sérénité","Mantengo la pelota con total serenidad","Mantengo la palla con serenità"
